Temperatura,E_L20,M_L20,E_L40,M_L40,E_L60,M_L60,E_L80,M_L80,E_L100,M_L100,E_L120,M_L120,E_L140,M_L140,E_L160,M_L160,E_L180,M_L180,E_L200,M_L200
4.2,-2.828846524348124,0.05819234038298085,-2.643651012464214,0.18653652408689783,-2.535378712985569,0.18821441864857807,-2.4249196869318275,0.2279480256496794,-2.4893294560569332,0.2975875061249388,-2.5495738727194373,0.3592547955618889,-2.409629336315535,0.37942480950208957,-2.497287857271499,0.43985977577874513,-2.4147649200767893,0.4673673767656023,-2.385024145571401,0.4994438435307823
4.3,-2.676898063521749,0.05812834358282086,-2.4195888991534162,0.1031629521761956,-2.4380622923958137,0.1371326959365492,-2.3957686813181267,0.23239745440681994,-2.462169064616138,0.2970946590534095,-2.3743332669513446,0.32352265351492443,-2.404683010913846,0.38801556373722695,-2.444319148204059,0.42791498666414585,-2.397249990586091,0.4688831776723325,-2.3200363613505806,0.4858218441407793
4.3999999999999995,-2.517635532331809,0.10874231288435578,-2.3530964535986025,0.10756415464613385,-2.393675450080863,0.13837956404430296,-2.3003926304524547,0.2422144176322796,-2.297608465663862,0.25377149828501716,-2.359453899536664,0.3221594553841681,-2.3133163840541773,0.35990140157891,-2.3622656749987545,0.40695665769276446,-2.2705402101500027,0.43041689205979033,-2.2518142687269447,0.4678102379488103
4.5,-2.495860137494185,0.08098270086495676,-2.3784704518816535,0.11016890202744932,-2.3439680285254925,0.16611999059274937,-2.2800033384578344,0.22149121182860212,-2.3066089644325762,0.2775258867411326,-2.295992946753755,0.2978898520753068,-2.247718263261211,0.3542955524078618,-2.248998042098164,0.3830888859679002,-2.2225823332575483,0.427783602848297,-2.2065169871040724,0.4616937785311074
4.6,-2.2793584857783267,0.11126593670316484,-2.234892742950252,0.0835956601084973,-2.2539920990320215,0.16163571347884942,-2.236998041221263,0.21836867273534083,-2.254243718603522,0.25089207707922917,-2.2664907985698415,0.31432924170076365,-2.204059784446744,0.33756138695219234,-2.2547563742650465,0.3891253750953119,-2.140578042702232,0.4041119569225987,-2.1630932134270346,0.4482854193229034
4.7,-2.2771123401735824,0.05206314684265787,-2.244023932754135,0.0993392040198995,-2.2283556230209074,0.15198248547709392,-2.158344725993578,0.20777190285121436,-2.137371277410668,0.21902315376846232,-2.2137102173030705,0.2979541003824968,-2.121277445103344,0.32265349270828825,-2.1717423001925322,0.36648566454272163,-2.1173614771484415,0.39685777705898895,-2.0722655874957825,0.43008973430132846
4.8,-2.210618441889206,0.10239913004349782,-2.2042022132178944,0.0772272880677983,-2.151435292761002,0.1463708567820166,-2.1359116799036837,0.2050186130485869,-2.1005932805983516,0.23590825091749085,-2.1292356027169275,0.27089864644646483,-2.0900947770570744,0.3149500207651578,-2.0914594131005804,0.34986793979022,-2.0758434933719525,0.3942982322937712,-2.0399054398348615,0.41816054119729396
4.9,-2.2017325395072573,0.009348032598370082,-2.0948869152540603,0.08077035574110647,-2.154319041441119,0.14016178434063137,-2.0283449312128536,0.18065711678604018,-2.0509134093841395,0.21795361046389536,-2.1011495325431535,0.2699244821107972,-2.0448267222205474,0.3018047801116289,-2.059147212276698,0.34546689014834286,-2.0073205767488678,0.3798405135746502,-1.97710075166902,0.40602987185064077
5.0,-2.1604795849799583,0.02482900854957252,-2.0139493617627346,0.07311442213944652,-2.042698021567823,0.12068372934525165,-1.9620026137982935,0.1731849250321871,-2.017182633866637,0.22018838011619882,-2.048049265184286,0.26419982726995794,-2.0022069720987177,0.29976198858054803,-2.003133164167307,0.33189026308819947,-1.9514947967557472,0.36646960260371664,-1.9480361495328649,0.39789402702986487
5.1,-2.1794449482869616,0.06780910954452278,-2.0270290117350984,0.09838557161070974,-2.020790546057407,0.12529485619684116,-1.970217636723978,0.18698791655729302,-1.9987880905244897,0.20911079089209106,-1.9598138017202593,0.24662276425474233,-1.9538401840297535,0.2815132216985622,-1.9693673263436686,0.32341783117761763,-1.932711882851444,0.35471828825916674,-1.9112497710540766,0.3888749813750931
5.2,-2.0509964334215187,0.05903454827258637,-1.9966813491508681,0.10122715682107947,-1.9331251569024301,0.10099744633885731,-1.9201673748226902,0.1625062030474619,-1.9452516440046395,0.20562233777662223,-1.9257302605205173,0.22881156777397227,-1.9129039549984044,0.2871978603942916,-1.9056226916220262,0.3104888294643471,-1.865456736850738,0.3395765781410954,-1.8500416719637596,0.3758975297623512
5.3,-2.0962247837262518,0.06809484525773711,-1.9520728174559103,0.0950067498312542,-1.925552865445378,0.11026405115470299,-1.8854593844700145,0.1675631476481544,-1.8772666510122678,0.19592252277477226,-1.8919107316705668,0.2257617228189765,-1.8915286396043927,0.27391599608107753,-1.8878607390340687,0.3078603859311817,-1.8397574705404156,0.3354779407604114,-1.810693762138605,0.3641358383208084
5.4,-1.986328115822169,0.02114869256537173,-1.8707142586477916,0.06642818304542386,-1.9035638793283027,0.12564530405974716,-1.8225271273529147,0.15135299090011375,-1.8475718863066326,0.1959118108818912,-1.8715497473904859,0.22329033369166368,-1.7960275693513021,0.2567378585779781,-1.8459735342977839,0.3040578901655302,-1.7979686397671506,0.3320113187299851,-1.791016552233838,0.3629430750346248
5.5,-1.9027907654281537,0.051286435678216086,-1.8474612281804392,0.08967119572010701,-1.9242455494586825,0.1249593988248344,-1.7670595812113792,0.15442678450894365,-1.7745317026032477,0.18665779142208577,-1.8277045580481246,0.2217313362666422,-1.7876228396830252,0.2569955280202809,-1.82517714451873,0.293190259357754,-1.7590452982118672,0.3264156371970773,-1.728404504536293,0.34766045469772655
5.6,-1.8632905563204563,0.04377781110944452,-1.7777554484386087,0.0421377590560236,-1.8136663873306467,0.09543552977820739,-1.7489686609980541,0.1385669046324421,-1.7573182788436033,0.17671042089579106,-1.7961021769606123,0.20835793613756923,-1.7801489373971404,0.25619042006842807,-1.7588622444324429,0.28655038630617935,-1.7469106217038086,0.31575491693084556,-1.7071681028922527,0.345190295798521
5.7,-1.8314474481812328,0.019022298885055747,-1.8288397788611428,0.09293814529636758,-1.7495269787303414,0.11581099574266354,-1.7332740683241132,0.1330918051024362,-1.7411182351867034,0.17722653973460264,-1.7706925667313398,0.20666029171979122,-1.7302706576706899,0.24577529621144104,-1.745591782083589,0.2843823881374179,-1.6907152856017982,0.301604768176528,-1.7007881057893992,0.3368513327433363
5.8,-1.7253828550484236,0.016051697415129244,-1.71334085097431,0.07243206419839504,-1.7253153286110352,0.09365245764422445,-1.7026184858159277,0.13426734900188747,-1.7021596802424839,0.1758741112588874,-1.7275896812595237,0.19327869142757143,-1.6814672260104344,0.23343674585997856,-1.694256565968699,0.2700824194067537,-1.639390357705775,0.2888627079643796,-1.6471556394648765,0.3370621554392228
5.9,-1.7701154556433232,0.026461676916154194,-1.6951934573003655,0.0821257593560161,-1.696587815276478,0.09659415861587492,-1.6587790226874957,0.13368936794540068,-1.7057606649955632,0.1670961330386696,-1.7108447484306937,0.19457122348054506,-1.662963738943553,0.23495548865613058,-1.669853853183256,0.2675618897499078,-1.6212791531321604,0.29133842912121,-1.6311750320802918,0.3202241976290119
6.0,-1.7502267291326965,0.020904954752262384,-1.6308624859697562,0.0660195370115747,-1.6781539062202175,0.09117398043365944,-1.6393279640644227,0.12436378139023262,-1.632690159791279,0.15293767262327376,-1.6732130229093416,0.20012174898542512,-1.631348632649051,0.22424414023864844,-1.6220107205949286,0.2435169438394135,-1.5945493809460296,0.2842654269204677,-1.6044269708450947,0.3205251286243569
6.1,-1.7314728230478975,0.035098745062746864,-1.6934846095247553,0.07067076448088798,-1.6575669903408468,0.09404411778322214,-1.5902341585577953,0.12342414469819127,-1.6090154459874675,0.15627986920130799,-1.6603605833682076,0.1951288681390618,-1.593474166555196,0.22730849371484083,-1.6257043249357592,0.25305302291079435,-1.5954536837795843,0.28508946795288725,-1.5580341407994973,0.31224996425017876
6.2,-1.675847825984803,0.03915929203539823,-1.6423001890734616,0.08165308367290817,-1.6101095981080757,0.09175603554755568,-1.5790806591373994,0.11239172400969988,-1.6074463186481158,0.14989970100298997,-1.5706571762052468,0.18094369352477618,-1.572285968773908,0.21700442883133927,-1.6025021896840363,0.2529433297487203,-1.5500357317980131,0.277392214076177,-1.5380291226963714,0.30687134514327424
6.3,-1.643978873073977,0.033572321383930806,-1.6139242739226276,0.05761187220319492,-1.6141415927040834,0.09070408085791162,-1.5186999336457676,0.1227992814152323,-1.5558712778583956,0.15932523474765253,-1.5891712012206245,0.1857927260328386,-1.5572443478800944,0.21678193552261796,-1.5580803812756452,0.23581784156817767,-1.5271527013693558,0.2663036357616943,-1.5355073658467162,0.30582217038914805
6.4,-1.6176195555639095,0.021112694365281737,-1.5476764348088554,0.05298426914327142,-1.5798497731714936,0.09817613224964769,-1.483791377897166,0.11787335470806616,-1.5543630001644195,0.15295968640313598,-1.584597317686316,0.1972474627526252,-1.511805338458639,0.20962889040588487,-1.5402981204109976,0.23930149215864277,-1.489257167758118,0.26637103250660954,-1.4976254507457787,0.29552965435172823
6.5,-1.624971218322533,0.05889605519724014,-1.5528450525341984,0.07071682582935426,-1.5656410256785485,0.09222226851774692,-1.4717455671234683,0.1032387602967463,-1.489907644786028,0.14686147938520613,-1.5139619159310347,0.1786479892760153,-1.501462062082042,0.20795737100420128,-1.5116072286612336,0.23045464022490486,-1.4765822805513893,0.25758205767169606,-1.4594088909795022,0.28253033134834327
6.6,-1.5365985461141212,0.02142592870356482,-1.5160869241393369,0.047733869153271165,-1.5357715589883991,0.08606856552390793,-1.4797662485165057,0.120473064399195,-1.4796166568775013,0.1487462665373346,-1.494466365123665,0.17849818149663568,-1.4615144559093114,0.20466736389200718,-1.5086870280574591,0.24054140921384867,-1.438000193308892,0.25310108050840047,-1.4531212661625654,0.28541947015264924
6.7,-1.6001249947135694,0.022380130993450327,-1.5392790643280967,0.08762865303367416,-1.4999695981534409,0.0815141784673959,-1.4645190731131237,0.1152820902238722,-1.4670238523859518,0.14420242597574023,-1.4726298058054172,0.1767650906149856,-1.4428881808864675,0.19672254236084902,-1.4630362608575667,0.22570531150977183,-1.4363220532648657,0.2551842963012345,-1.4259147132177954,0.2739748338758306
6.8,-1.4864267958591975,0.002466376681165942,-1.4766328982596617,0.06672401939951501,-1.4477752982326026,0.0841206905810829,-1.4235857896753623,0.11763292021349732,-1.44329976454342,0.12995169048309518,-1.4533241626265505,0.1669622417498373,-1.4238196909765233,0.19388531335563344,-1.4353354561696539,0.21413916993096918,-1.4108702342177677,0.24962955589890068,-1.4056820502046823,0.2725895230523847
6.9,-1.5635287981241395,0.03330558472076396,-1.456281694631333,0.04248234419139521,-1.4593113173233525,0.0755362040262292,-1.4189944008780246,0.10844753112461093,-1.439682895787371,0.14449051709482905,-1.4476475886536946,0.16320488301486377,-1.403725975152773,0.18699055721030564,-1.4024628383122868,0.2148697542320048,-1.3877773364828352,0.24291828419883263,-1.362456461955446,0.26666234818825907
7.0,-1.519226160547721,0.030177741112944353,-1.4478660309338296,0.06158292917677058,-1.466704270811893,0.09229192476421688,-1.393665856592546,0.1182014365445432,-1.413770796867917,0.1372428095719043,-1.4266092582798282,0.1632683176714268,-1.4260132006032118,0.2040759162215897,-1.4044887226904443,0.2194370660183374,-1.3712897268110813,0.24160669066241813,-1.3494195082330003,0.26416984965075174
7.1,-1.4257103787903707,0.053193090345482724,-1.4212373793137691,0.04916086472838179,-1.4318682911520821,0.08298036699388343,-1.3733332522175177,0.11236916960412995,-1.3926965409449439,0.12734808651913482,-1.3625197634169075,0.1581730557337948,-1.3710124950550269,0.1911510449852472,-1.376169916982102,0.2095132159330254,-1.3483465813166178,0.24147109059270658,-1.3329994316672187,0.2561042789786051
7.2,-1.387784351225747,0.007629618519074046,-1.353048107240063,0.05504574885627859,-1.3839003235034517,0.08787876683536756,-1.37830696003977,0.10209526677791528,-1.3737582081411923,0.12029358906410936,-1.3602305292015404,0.1510864747423401,-1.346438610957363,0.18216229140637333,-1.3699227167821906,0.21298727478656385,-1.349542917289924,0.2411440529719965,-1.316918667550138,0.2534234976325118
7.3,-1.4145242917357816,-0.002525873706314684,-1.2954513916564638,0.037944020149496265,-1.4050541551641467,0.09057556448133272,-1.3181550035767589,0.0958987270471619,-1.3643203000244322,0.1209969540304597,-1.3674588392827467,0.15073053905106346,-1.330736200343654,0.1830523768853546,-1.3452540208189543,0.19966328579587003,-1.3149003950364284,0.22956953462741395,-1.3155723424662813,0.2574494905025475
