L,Execution internal time (s),Execution external time (s)
20,0.07411652822823574,0.5443415641784668
40,0.4049744481026816,2.4414870738983154
60,1.3404044353732993,8.113013505935669
80,3.1791995915661877,19.164777040481567
100,6.280693912271333,37.781678676605225
